Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]",Population growth (annual %) [SP.POP.GROW],GDP (constant 2010 US$) [NY.GDP.MKTP.KD],Imports of goods and services (constant 2010 US$) [NE.IMP.GNFS.KD],Exports of goods and services (current US$) [NE.EXP.GNFS.CD],Average precipitation in depth (mm per year) [AG.LND.PRCP.MM]
2004,YR2004,Isle of Man,IMN,79520,0.803014340049601,4360063808.97323,..,..,..
2004,YR2004,Israel,ISR,6809000,1.76762364154994,183722523238.285,63533310976.8542,52997322623.8286,..
2004,YR2004,Italy,ITA,57685327,0.647182705470772,2147460202201.58,521799209908.445,432951701018.128,..
2004,YR2004,Jamaica,JAM,2725015,0.573306845592327,13427868539.4743,..,3819978691.83557,..
2004,YR2004,Japan,JPN,127761000,0.0336622582725446,5579537505147,721918170694.759,624622665052.268,..
2004,YR2004,Jordan,JOR,5580244,2.65514712518515,18621604883.365,15598442716.3896,5998589562.76446,..
2004,YR2004,Kazakhstan,KAZ,15012985,0.694922852561685,99801702224.8098,36219346361.2324,22654791781.5268,..
2004,YR2004,Kenya,KEN,35635271,2.72079621276752,29575595616.5174,6760839978.65593,4283010819.23566,..
2004,YR2004,Kiribati,KIR,90499,1.85580844332056,149167770.664732,..,12470583.9093984,..
2004,YR2004,"Korea, Dem. People’s Rep.",PRK,23732731,0.805099506870456,..,..,..,..
2004,YR2004,"Korea, Rep.",KOR,48082519,0.396331436697806,888085171563.224,332345649267.364,291526211015.262,..
2004,YR2004,Kosovo,XKX,1704622,0.0678386264869726,4314716465.4595,..,385428322.765137,..
2004,YR2004,Kuwait,KWT,2200492,1.78202554462495,98491974877.8786,..,33831014591.1096,..
2004,YR2004,Kyrgyz Republic,KGZ,5104700,1.21010542490902,3866167966.87399,2679108836.04854,941138691.60631,..
2004,YR2004,Lao PDR,LAO,5662208,1.52274776604533,4526436482.44701,1514441864.10563,589520000,..
2004,YR2004,Latvia,LVA,2263122,-1.09131295557421,22088363816.9665,11427176870.5822,5617268114.99935,..
2004,YR2004,Lebanon,LBN,4569378,4.04180915023043,25980236114.7119,15503354604.5698,7417557506.00332,..
2004,YR2004,Lesotho,LSO,2005940,-0.61665762090306,1825981971.13629,1633979884.50438,..,..
2004,YR2004,Liberia,LBR,3135651,1.88628623388403,1339585173.56869,780648875.130878,606566300,..
2004,YR2004,Libya,LBY,5710154,1.58170034017965,55165501857.1698,16036259641.142,21117445538.4615,..
2004,YR2004,Liechtenstein,LIE,34452,0.807266831691393,..,..,..,..
2004,YR2004,Lithuania,LTU,3377075,-1.12299127483243,32516906558.4345,17522209845.1309,11035742672.6279,..
2004,YR2004,Luxembourg,LUX,458095,1.42133256471314,45708018251.9793,56164255150.6042,53080876583.0643,..
2004,YR2004,"Macao SAR, China",MAC,471597,2.45396865004187,15293166583.7027,6880490138.75713,10086634589.0155,..
2004,YR2004,Madagascar,MDG,17802997,2.98667624196401,8295699053.15636,2707129584.50086,985460565.646033,..
2004,YR2004,Malawi,MWI,12301838,2.48269491014155,4712762648.79222,934413921.628955,655182957.623617,..
2004,YR2004,Malaysia,MYS,25190652,1.97175445909362,194492752460.562,140526330788.819,143927631578.947,..
2004,YR2004,Maldives,MDV,311265,2.79585861539196,2013100660.81844,..,..,..
2004,YR2004,Mali,MLI,12369070,3.17354760346628,8009875920.88877,2190759558.68389,1289098228.83414,..
2004,YR2004,Malta,MLT,401268,0.67162845452858,7511226146.11041,7979452802.21414,6288802702.62314,..
2004,YR2004,Marshall Islands,MHL,54476,1.89013520923101,150625452.221123,144990657.927562,41888100,..
2004,YR2004,Mauritania,MRT,2939247,2.83295015995971,4365574615.13814,1872261983.30928,549736448.161367,..
2004,YR2004,Mauritius,MUS,1221003,0.627103982385528,7800678604.8514,4960111730.50263,3508045893.41237,..
2004,YR2004,Mexico,MEX,104514932,1.38146701870069,960569732547.578,269332461419.733,202133349193.691,..
2004,YR2004,"Micronesia, Fed. Sts.",FSM,106625,-0.258516671235335,294076488.229382,..,37304000,..
2004,YR2004,Moldova,MDA,2895147,-0.247453022508011,5538583218.12875,3024940279.56311,1330145599.96107,..
2004,YR2004,Monaco,MCO,33500,1.0412228556266,4772591409.25361,..,..,..
2004,YR2004,Mongolia,MNG,2496391,1.11292784648013,4897515726.07987,..,1210933087.5405,..
2004,YR2004,Montenegro,MNE,613353,0.177216475615812,3304734855.11558,..,871215545.070772,..
2004,YR2004,Morocco,MAR,30115214,1.10966264777727,70687304633.495,26114602915.3743,16759442726.6576,..
2004,YR2004,Mozambique,MOZ,19910552,2.95346444889073,7251072486.06634,2913062640.97766,1960971866.1016,..
2004,YR2004,Myanmar,MMR,48564484,0.8594147616388,25777607411.1761,..,19733138.1633936,..
2004,YR2004,Namibia,NAM,1907745,1.51199306394961,8922438787.09392,3591369767.71232,2630324999.61299,..
2004,YR2004,Nauru,NRU,9902,-0.924815598278206,39240729.322646,..,..,..
2004,YR2004,Nepal,NPL,25419344,1.34049750763696,12444593148.5962,3181685652.02322,1213488962.70126,..
2004,YR2004,Netherlands,NLD,16281779,0.347475412048658,774613438838.904,429800450734.318,411877328035.759,..
2004,YR2004,New Caledonia,NCL,228750,1.52146109806749,..,..,..,..
2004,YR2004,New Zealand,NZL,4087500,1.48621908244575,133385108659.397,36747173568.6809,30697142857.1429,..
2004,YR2004,Nicaragua,NIC,5364935,1.36657166332992,7348202526.68585,3676554960.43365,1336449667.29441,..
2004,YR2004,Niger,NER,13125916,3.7090761634403,5613312960.26312,1287117886.93992,536185520.48212,..
2004,YR2004,Nigeria,NGA,135320422,2.55966188024473,241124617041.963,48203364698.6486,27623348089.3685,..
2004,YR2004,North Macedonia,MKD,2057048,0.176232762325375,7387389303.16188,3891238523.95525,1744831564.14123,..
2004,YR2004,Northern Mariana Islands,MNP,57246,-1.21710286817703,1416589330.02481,1188071808.51064,1218000000,..
2004,YR2004,Norway,NOR,4591910,0.590930939690253,398390171552.691,93995490409.1651,108690214811.298,..
2004,YR2004,Oman,OMN,2445517,2.45686587548081,43202692721.0211,13861531161.2999,14122154150.1383,..
2004,YR2004,Pakistan,PAK,156664697,2.30598173240965,140989952460.34,23234653015.3517,15350078165.7113,..
2004,YR2004,Palau,PLW,19867,0.292368390538257,199584279.243702,..,68096800,..
2004,YR2004,Panama,PAN,3269356,1.86187036708652,19177851509.3804,12496608633.5065,8672878000,..
2004,YR2004,Papua New Guinea,PNG,6354245,2.08104080273024,10054882706.4919,..,2833996151.10035,..
2004,YR2004,Paraguay,PRY,5730549,1.71721956773746,20454893447.1486,6548893830.46996,4397197654.93139,..
2004,YR2004,Peru,PER,27624213,0.916382107556129,99530031846.4096,17251175934.1497,15298201417.7749,..
2004,YR2004,Philippines,PHL,84710542,1.97734882542352,155777020300.787,53949070697.753,39736333219.248,..
2004,YR2004,Poland,POL,38182222,-0.0585127351273288,367029283985.01,127248200842.371,87338145231.846,..
2004,YR2004,Portugal,PRT,10483861,0.239128989611917,229157538798.502,77498150402.8198,52300273156.1957,..
2004,YR2004,Puerto Rico,PRI,3826878,0.0204626359646878,107477633535.329,..,55080200000,..
2004,YR2004,Qatar,QAT,753334,9.97899294740156,49633455958.9328,..,20363186813.1868,..
2004,YR2004,Romania,ROU,21451748,-0.569786272532879,138201043602.491,30530261591.2709,19300916138.1254,..
2004,YR2004,Russian Federation,RUS,144067316,-0.402681471328549,1204439016241.71,179681307570.222,203415480735.856,..
2004,YR2004,Rwanda,RWA,8680524,1.43134192495623,3756834601.54178,897897746.691914,247401935.062664,..
2004,YR2004,Samoa,WSM,178590,0.621221182593844,607860924.850288,..,118514906.571489,..
2004,YR2004,San Marino,SMR,28940,1.31475581725963,1958027132.93081,..,..,..
2004,YR2004,Sao Tome and Principe,STP,153737,2.18452096811217,137882366.7453,..,..,..
2004,YR2004,Saudi Arabia,SAU,23132682,2.9659683224838,437231190746.349,73903437048.0216,131920533333.333,..
2004,YR2004,Senegal,SEN,10810083,2.51625922087616,12990426096.5698,4366735151.67996,2759309509.56757,..
2004,YR2004,Serbia,SRB,7463157,-0.233328451597809,34216568530.7278,15606829472.5857,6571202472.0202,..
2004,YR2004,Seychelles,SYC,82475,-0.370334934558794,718339327.254204,..,621180909.090909,..
2004,YR2004,Sierra Leone,SLE,5433991,4.38094811137197,1911798254.1203,521310537.235349,238584015.103839,..
2004,YR2004,Singapore,SGP,4166664,1.2519166730553,160916013825.344,268076460070.27,246120399952.668,..
2004,YR2004,Sint Maarten (Dutch part),SXM,32488,3.17725287372934,..,..,..,..
2004,YR2004,Slovak Republic,SVK,5372280,-0.0203617202597358,66656728458.0401,47346127432.4578,39585649366.7743,..
2004,YR2004,Slovenia,SVN,1997012,0.0640662022616923,42290926202.0725,23800793861.1135,18946986796.2133,..
2004,YR2004,Solomon Islands,SLB,458539,2.54487228470074,621499018.225677,..,116023354.309458,..
2004,YR2004,Somalia,SOM,10130243,3.15715027129659,..,..,..,..
2004,YR2004,South Africa,ZAF,47291610,1.2177771861167,306076361734.3,76390072665.6832,58215242193.9099,..
2004,YR2004,South Sudan,SSD,7213351,3.92550888909834,..,..,..,..
2004,YR2004,Spain,ESP,42921895,1.7254663034483,1306789235708.8,373149837581.663,271169605165.135,..
2004,YR2004,Sri Lanka,LKA,19387153,0.844920710244306,39187357999.1952,12603651723.9262,7300256942.38561,..
2004,YR2004,St. Kitts and Nevis,KNA,46323,1.24686644476918,659631653.112247,..,..,..
2004,YR2004,St. Lucia,LCA,161816,0.797904625947151,1334162207.48442,..,..,..
2004,YR2004,St. Martin (French part),MAF,33186,3.47373175103244,..,..,..,..
2004,YR2004,St. Vincent and the Grenadines,VCT,108512,0.171556688052039,621397570.602657,..,184518296.296296,..
2004,YR2004,Sudan,SDN,30214193,2.5260752881144,38283632611.3722,9738048280.64474,3810409600.24815,..
2004,YR2004,Suriname,SUR,493680,1.1699185411423,3331829592.50183,..,..,..
2004,YR2004,Sweden,SWE,8993531,0.393298991357658,441284651978.437,159807510466.245,164409367388.317,..
2004,YR2004,Switzerland,CHE,7389625,0.687425960233006,508270324395.247,237937873941.014,202880147969.441,..
2004,YR2004,Syrian Arab Republic,SYR,17827825,2.34162470166738,..,..,10048415841.5842,..
2004,YR2004,Tajikistan,TJK,6662389,1.83044471010057,3840496250.68256,2388892049.13729,1219659989.90069,..
2004,YR2004,Tanzania,TZA,37379767,2.82715422953644,22136232860.9863,4458316667.68591,2674833271.73611,..
2004,YR2004,Thailand,THA,64995299,0.687690282292456,272362038917.804,153248295284.288,114062537292.653,..
2004,YR2004,Timor-Leste,TLS,971893,2.58325850623144,604145345.09577,586591413.748715,32944800,..
2004,YR2004,Togo,TGO,5467766,2.53990050841415,3043263830.93817,1661628475.92991,750964252.615256,..
2004,YR2004,Tonga,TON,100218,0.629609651152224,365723131.190068,..,45131250.9165567,..
2004,YR2004,Trinidad and Tobago,TTO,1290123,0.510087433672256,17224253397.7589,..,..,..
2004,YR2004,Tunisia,TUN,10022277,0.771255023874959,34090950398.2115,12889725443.6216,13165877157.768,..
2004,YR2004,Turkey,TUR,67010930,1.3847339240455,609917105152.899,151700308767.82,96593414997.7619,..
2004,YR2004,Turkmenistan,TKM,4703401,1.01843527415331,12198334457.7675,..,2030569708.19824,..
2004,YR2004,Turks and Caicos Islands,TCA,26700,6.53478373096177,..,..,..,..
2004,YR2004,Tuvalu,TUV,9869,1.45958192082761,30332202.5905471,..,..,..
2004,YR2004,Uganda,UGA,26821297,3.18479779876108,16956037268.3568,3101570017.54411,1008067256.62564,..
2004,YR2004,Ukraine,UKR,47451626,-0.758571027336172,126159098825.019,61281942786.53,39057153600.3008,..
2004,YR2004,United Arab Emirates,ARE,4068570,9.17390905741619,245449995044.248,119945169448.604,93968596324.03,..
2004,YR2004,United Kingdom,GBR,59987905,0.568943113421317,2340665128966.78,671389875245.43,573119736360.308,..
2004,YR2004,United States,USA,292805298,0.925483968943482,13846057985506.4,2108584735136.21,1177631000000,..
2004,YR2004,Uruguay,URY,3321476,-0.0659729895847058,28063845204.1427,5882723798.71288,4394994711.23221,..
2004,YR2004,Uzbekistan,UZB,25864350,1.15376921505544,29272353868.1547,3227881926.4744,5027333202.51177,..
2004,YR2004,Vanuatu,VUT,204127,2.56435758139609,521960857.237763,251926598.408881,166437069.505322,..
2004,YR2004,"Venezuela, RB",VEN,25996594,1.72646531666392,297125652791.19,36091269888.8386,40706272933.9608,..
2004,YR2004,Vietnam,VNM,83062821,0.920597203854393,79362145321.3724,49404039485.9556,27134530700.5589,..
2004,YR2004,Virgin Islands (U.S.),VIR,108467,-0.0359491737866097,4084246168.35653,15141048832.9238,8604000000,..
2004,YR2004,West Bank and Gaza,PSE,3236626,2.55527589181892,6860670260.95431,4478180768.83242,596800000,..
2004,YR2004,"Yemen, Rep.",YEM,19540098,2.8819468271416,23678154700.757,..,..,..
2004,YR2004,Zambia,ZMB,11550642,2.57736929655398,12449702236.768,2544599091.11755,2086548347.94618,..
2004,YR2004,Zimbabwe,ZWE,12019912,0.314038975309532,12440164041.0608,4226844273.44091,2001178100,..
2004,YR2004,Arab World,ARB,307862843,2.24134294135372,1606570604848.11,466144850711.376,463461938870.344,..
2004,YR2004,Caribbean small states,CSS,6696953,0.691372837345526,57023878591.2863,..,..,..
2004,YR2004,Central Europe and the Baltics,CEB,106331716,-0.274282095915453,1083789243428.03,470660612630.743,345684671211.916,..
2004,YR2004,Early-demographic dividend,EAR,2646483566,1.6587723987933,6508190520734.54,1474681151112.71,1156858544214.67,..
2004,YR2004,East Asia & Pacific,EAS,2115458616,0.755199017941322,12801589136242.5,3682484952785.27,2849789643100.9,..
2004,YR2004,East Asia & Pacific (excluding high income),EAP,1880248895,0.810461848176928,4508144545784.03,..,1026412103173.94,..
2004,YR2004,East Asia & Pacific (IDA & IBRD countries),TEA,1856486252,0.810490470430508,4499212038215.24,..,1024879365799.39,..
2004,YR2004,Euro area,EMU,327682505,0.551279035754987,11925163996458.3,3956448378888.91,3567795583307.81,..
2004,YR2004,Europe & Central Asia,ECS,868808156,0.299286428302864,19102551506878,6122838975402.99,5406892330710.91,..
2004,YR2004,Europe & Central Asia (excluding high income),ECA,370083723,0.131438236139473,2278296797921.68,539979207374.922,419649605754.187,..
2004,YR2004,Europe & Central Asia (IDA & IBRD countries),TEC,434022293,0.0788756277738827,2839406233287.18,720873663427.049,541636353035.049,..
2004,YR2004,European Union,EUU,434040236,0.375633008292041,13579759500210.8,4588732157237.8,4105709558823.46,..
2004,YR2004,Fragile and conflict affected situations,FCS,558207668,2.58349642068916,1015092318471.15,238214734948.254,161531102128.912,..
2004,YR2004,Heavily indebted poor countries (HIPC),HPC,528444632,2.89006175859323,349918089465.852,113426266998.792,58880246806.6287,..
2004,YR2004,High income,HIC,1129635679,0.665929091024012,41803891747146.2,10669240480868.1,8878529703048.96,..
2004,YR2004,IBRD only,IBD,4166322557,1.07119180358144,13845968169306.8,3364926186691.44,2504467267313.77,..
2004,YR2004,IDA & IBRD total,IBT,5352930962,1.36336384049267,14879330377297.6,3621626560088.7,2653225331225.19,..
2004,YR2004,IDA blend,IDB,395320114,2.3323808406917,502207349676.085,102188046552.753,67043440121.7954,..
2004,YR2004,IDA only,IDX,791288291,2.43791090421158,531034964834.891,156607651025.135,81011145780.4487,..
2004,YR2004,IDA total,IDA,1186608405,2.40272925901046,1037799609729.65,257041524018.131,147317567649.784,..
2004,YR2004,Late-demographic dividend,LTE,2100746529,0.643697793552619,8987302078653.79,..,1951320326751.67,..
2004,YR2004,Latin America & Caribbean,LCN,549590595,1.28843769859606,4284475082392.1,728450587843.297,625370628429.667,..
2004,YR2004,Latin America & Caribbean (excluding high income),LAC,520642948,1.3119652020589,3908495782992.92,612121544398.615,490813683848.118,..
2004,YR2004,Latin America & the Caribbean (IDA & IBRD countries),TLA,533415168,1.32063070880359,4101990603868.62,668852152587.174,544948996098.745,..
2004,YR2004,Least developed countries: UN classification,LDC,726331177,2.50402635975966,455448096082.849,137537328625.549,63421031629.2354,..
2004,YR2004,Low & middle income,LMY,5301915963,1.38050367895708,14133664966648.7,3390344483266.83,2476213985802.79,..
2004,YR2004,Low income,LIC,449765047,2.88182185851025,268683922925.924,..,..,..
2004,YR2004,Lower middle income,LMC,2310951151,1.71019340991599,2762604491388.58,684295603822.727,458372952868.796,..
2004,YR2004,Middle East & North Africa,MEA,340143481,1.95879197771352,2142445791589.98,615200094921.526,566699490325.607,..
2004,YR2004,Middle East & North Africa (excluding high income),MNA,299502774,1.75276293054321,1058989081694.97,288623739242.418,203935351916.302,..
2004,YR2004,Middle East & North Africa (IDA & IBRD countries),TMN,296266148,1.74371111067207,1052139970922.47,283853686648.652,203324662606.659,..
2004,YR2004,Middle income,MIC,4852150916,1.24355656265716,13866702944463,3309640764120.67,2436418859089.43,..
2004,YR2004,North America,NAC,324809693,0.930473824664759,15218370148934,2527346084943.49,1563140851739.94,..
2004,YR2004,Not classified,INX,..,..,..,..,..,..
2004,YR2004,OECD members,OED,1232647024,0.731949210548294,41499312474619.3,9824417287506.8,7957309097033.63,..
2004,YR2004,Other small states,OSS,22442101,1.923869089321,210352933516.827,104405529251.887,92361731671.9126,..
2004,YR2004,Pacific island small states,PSS,2050572,1.1206965420451,5990734481.59688,..,2091540854.94653,..
2004,YR2004,Post-demographic dividend,PST,1041075168,0.517852599190661,39343397193114.5,9656444877501.78,7884356760352.91,..
2004,YR2004,Pre-demographic dividend,PRE,617518671,2.93039594189206,700693225945.589,192930346181.345,118396679103.093,..
2004,YR2004,Small states,SST,31189626,1.60377570542826,273415332750.339,..,114539171788.326,..
2004,YR2004,South Asia,SAS,1493757846,1.73213927514446,1390598921622.8,239898289086.655,158321047991.667,..
2004,YR2004,South Asia (IDA & IBRD),TSA,1493757846,1.73213927514446,1390598921622.8,239898289086.655,158321047991.667,..
2004,YR2004,Sub-Saharan Africa,SSF,738983255,2.6770337751279,999864178322.402,274584486286.048,182158048611.741,..
2004,YR2004,Sub-Saharan Africa (excluding high income),SSA,737679777,2.68084371887068,991341421233.598,268836277628.962,177953958277.393,..
2004,YR2004,Sub-Saharan Africa (IDA & IBRD countries),TSS,738983255,2.6770337751279,999864178322.402,274584486286.048,182158048611.741,..
2004,YR2004,Upper middle income,UMC,2541199765,0.822901905717714,11104115082530.5,..,1978277684018.25,..
2004,YR2004,World,WLD,6431551642,1.25426250750607,55945451191090.5,14268846804911.8,11359328740569.1,..
2005,YR2005,Afghanistan,AFG,25654277,3.68273179651497,9164598458.53792,..,..,..
2005,YR2005,Albania,ALB,3011487,-0.511790116421897,9223202583.88038,4381859343.23487,1853023371.31259,..
2005,YR2005,Algeria,DZA,33149724,1.38990052346238,142183670715.772,33696482919.0073,48714922833.1671,..
2005,YR2005,American Samoa,ASM,59562,-0.199592495165648,629286343.612335,734842105.263158,498000000,..
2005,YR2005,Andorra,AND,78867,3.38241655431066,3697348535.06562,..,..,..
2005,YR2005,Angola,AGO,19433602,3.53755715435985,56290491777.1201,30039181511.7636,24225663183.7639,..
2005,YR2005,Antigua and Barbuda,ATG,81465,1.39556408625686,1149280180.81721,..,951629629.62963,..
2005,YR2005,Argentina,ARG,38892931,1.03628116758429,333618311350.415,40842890904.523,46198180131.0044,..
2005,YR2005,Armenia,ARM,2981269,-0.650321107289265,7666474468.51279,3624472820.34995,1338475057.949,..
2005,YR2005,Aruba,ABW,100031,1.30203884024471,2698824916.29108,..,1597765363.12849,..
2005,YR2005,Australia,AUS,20394800,1.31978955436191,995550062444.482,168712027342.245,126651631333.634,..
2005,YR2005,Austria,AUT,8227829,0.681267248299787,367272646184.907,168069345759.676,153625979355.802,..
2005,YR2005,Azerbaijan,AZE,8391850,1.02226559239828,24740902926.3267,7851966821.09377,8337000211.55067,..
2005,YR2005,"Bahamas, The",BHS,324859,1.85324828738531,10214337148.4409,4963313866.21597,3812500000,..
2005,YR2005,Bahrain,BHR,889164,6.90439641222483,19620478723.4043,10182553191.4894,13396808510.6383,..
2005,YR2005,Bangladesh,BGD,139035505,1.48474477409202,85860367933.4753,19037059270.6007,9994813008.13008,..
2005,YR2005,Barbados,BRB,276323,0.376717927350159,4481000000,..,1711700000,..
2005,YR2005,Belarus,BLR,9663915,-0.683005560010688,40242334795.7495,23821012392.9138,18063463324.0483,..
2005,YR2005,Belgium,BEL,10478617,0.550055708089009,446825975230.479,316510993064.811,286413008332.297,..
2005,YR2005,Belize,BLZ,283800,2.60444773220802,1223661004.79466,811725493.144297,609026800,..
2005,YR2005,Benin,BEN,7982225,2.95238351590553,7897392139.47095,1648632072.37964,1213458997.61521,..
2005,YR2005,Bermuda,BMU,64154,0.649513649199873,6736374176.52387,..,..,..
2005,YR2005,Bhutan,BTN,648739,1.54155810593062,975999031.580887,682596292.756324,313215333.333333,..
2005,YR2005,Bolivia,BOL,9232306,1.78425499769694,15696607282.8068,5631782923.84234,3394519904.2908,..
2005,YR2005,Bosnia and Herzegovina,BIH,3765331,0.0302011085332106,14921313134.8433,..,3549945952.81999,..
2005,YR2005,Botswana,BWA,1799078,1.88250820618172,10230961941.7274,4701091070.19773,5249438114.40968,..
2005,YR2005,Brazil,BRA,186127103,1.14588099838722,1774799882787.63,129269533708.504,135918581909.3,..
2005,YR2005,British Virgin Islands,VGB,23107,3.40254209027689,..,..,..,..
2005,YR2005,Brunei Darussalam,BRN,365114,1.56818437513516,13264408434.1768,2962513017.96846,6688037370.82432,..
2005,YR2005,Bulgaria,BGR,7658972,-0.752977445493645,42947892705.1545,23156528606.2205,12703276793.0881,..
2005,YR2005,Burkina Faso,BFA,13421930,2.95918777635929,7736021215.0327,1639197694.87346,604914662.336342,..
2005,YR2005,Burundi,BDI,7364862,3.21716588228122,1628344288.44335,432828006.31978,69261008.8304376,..
2005,YR2005,Cabo Verde,CPV,463032,1.39512010535105,1252563900.2118,..,367187288.19007,..
2005,YR2005,Cambodia,KHM,13273354,1.57092365103936,8138335730.42109,4002181461.24926,4032880210.23824,..
2005,YR2005,Cameroon,CMR,17733410,2.70980276705716,22044058919.062,5680365958.55343,4413882090.68946,..
2005,YR2005,Canada,CAN,32243753,0.944466927450734,1433914521108.35,448041592232.535,432369202838.752,..
2005,YR2005,Cayman Islands,CYM,49261,2.79754357342957,..,..,..,..
2005,YR2005,Central African Republic,CAF,4038382,1.96316575923747,1686032158.47995,..,178708437.533948,..
2005,YR2005,Chad,TCD,10096633,3.6498297651769,8416123440.17727,..,3190156278.40163,..
2005,YR2005,Channel Islands,CHI,151678,0.636258156802336,..,..,..,..
2005,YR2005,Chile,CHL,16182721,1.04200958151135,181652337025.042,46028987110.3507,49382442843.8593,..
2005,YR2005,China,CHN,1303720000,0.588124989556992,3562110060961.01,..,773339005396.99,..
2005,YR2005,Colombia,COL,42647731,1.34976822034893,230473551392.799,33651334791.8808,24713096696.007,..
2005,YR2005,Comoros,COM,611627,2.38236695500082,787695589.887976,230325932.570106,57775592.8908229,..
2005,YR2005,"Congo, Dem. Rep.",COD,54785903,3.18422239202646,16466583721.9743,6719969291.80064,2745153230.58484,..
2005,YR2005,"Congo, Rep.",COG,3622775,3.14909448320778,9993847476.28214,4745001167.22165,4987838979.90056,..
2005,YR2005,Costa Rica,CRI,4285502,1.41817515199521,29539636071.7379,10693272566.1805,8710569530.63531,..
2005,YR2005,Cote d'Ivoire,CIV,18354514,2.11443481201253,22322522706.6385,..,8528490015.5218,..
2005,YR2005,Croatia,HRV,4310145,0.128732789322745,58286655436.7013,24590514571.7718,16669918688.6421,..
2005,YR2005,Cuba,CUB,11261582,0.0996537609855515,49481477379.3051,7723639137.51017,8962900000,..
2005,YR2005,Curacao,CUW,137658,2.55007380740239,..,..,..,..
2005,YR2005,Cyprus,CYP,1027662,1.69321095149567,22568617261.0367,12304028900.9678,10265955726.8996,..
2005,YR2005,Czech Republic,CZE,10211216,0.138325980046718,184954402823.471,98552868731.3827,84772805062.319,..
2005,YR2005,Denmark,DNK,5419432,0.275481733409308,318622825351.085,125416038016.132,125495372442.429,..
2005,YR2005,Djibouti,DJI,783254,1.49868676966306,..,..,..,..
2005,YR2005,Dominica,DMA,70589,0.293677634088247,416264998.194911,..,129259259.259259,..
2005,YR2005,Dominican Republic,DOM,9097257,1.35919569180063,40689414522.1918,14449698158.8411,10136192822.3282,..
2005,YR2005,Ecuador,ECU,13825847,1.67356421225984,58876285668.9747,16204759888.3256,11463499000,..
2005,YR2005,"Egypt, Arab Rep.",EGY,75523569,1.80570750612698,162281672226.38,36962716378.7314,27188019966.7221,..
2005,YR2005,El Salvador,SLV,6052123,0.469132818885638,16926330190.4564,8787896536.13503,3713680000,..
2005,YR2005,Equatorial Guinea,GNQ,749535,4.44483058882067,12084658046.3718,4190320111.84639,7183409023.02907,..
2005,YR2005,Eritrea,ERI,2826659,3.85359976534787,1652380122.39709,953320867.403846,67725792.0730874,..
2005,YR2005,Estonia,EST,1354775,-0.572255524659659,20007394086.0989,12449948056.0568,9230780997.38838,..
2005,YR2005,Eswatini,SWZ,1030579,0.417431988368002,3772877536.49371,2281269075.56694,1804665324.7999,..
2005,YR2005,Ethiopia,ETH,76346311,2.79832926449156,17860775923.0952,..,..,..
2005,YR2005,Faroe Islands,FRO,47722,0.255974626245895,..,..,735796828.36132,..
2005,YR2005,Fiji,FJI,821604,0.456735434086283,3031738285.33158,..,1611472501.47842,..
2005,YR2005,Finland,FIN,5246096,0.342248594286999,237954222101.415,84670507436.9549,82483521950.0062,..
2005,YR2005,France,FRA,63179351,0.753800831613331,2536821075827.56,664538422381.078,593679890560.875,..
2005,YR2005,French Polynesia,PYF,258780,1.08320858965355,..,..,..,..
2005,YR2005,Gabon,GAB,1390549,2.67868734157934,13454154690.1038,2515056994.44282,5750501082.58114,..
2005,YR2005,"Gambia, The",GMB,1543741,3.10616011715528,1254700720.29747,373089737.100831,204546568.027044,..
2005,YR2005,Georgia,GEO,3902469,-0.635292218459481,9479770268.95091,..,2132178518.23247,..
2005,YR2005,Germany,DEU,82469422,-0.0567782618352031,3202846451125.74,1029231241727.06,1083100360651.66,..
2005,YR2005,Ghana,GHA,21814642,2.51745576091081,23486038976.1393,..,3916349977.90544,..
2005,YR2005,Gibraltar,GIB,33219,0.879864173244182,..,..,..,..
2005,YR2005,Greece,GRC,10987314,0.293249074052818,304332233357.346,90191445975.0937,52808084815.3215,..
2005,YR2005,Greenland,GRL,56935,0.0421622197627189,2126686936.57652,1247719635.14162,759542430.255632,..
2005,YR2005,Grenada,GRD,104661,0.300467193824189,806869556.877354,..,148871259.259259,..
2005,YR2005,Guam,GUM,158402,0.190203625712881,4845859455.02971,2098336356.76493,956000000,..
2005,YR2005,Guatemala,GTM,12948292,2.07717063066365,34550673405.3671,13756079791.5182,6817724662.36131,..
2005,YR2005,Guinea,GIN,9109581,2.03871432999145,5875302156.37975,..,1021679595.88109,..
2005,YR2005,Guinea-Bissau,GNB,1344930,2.36527275624994,720833135.301971,..,94803610.5256929,..
2005,YR2005,Guyana,GUY,746163,0.057108386832611,2774615380.50227,..,698037583.989994,..
2005,YR2005,Haiti,HTI,9195288,1.62494568200505,10359440139.3249,2601803179.80736,614447563.102811,..
2005,YR2005,Honduras,HND,7458985,2.38829341472128,13268415996.7103,10044378011.2353,5757220307.6629,..
2005,YR2005,"Hong Kong SAR, China",HKG,6813200,0.436871406105885,188648846516.7,338033875966.398,322201406657.838,..
2005,YR2005,Hungary,HUN,10087065,-0.198878843237103,132673369639.58,76458530340.3468,70774176092.5933,..
2005,YR2005,Iceland,ISL,296734,1.58289197780465,12947992673.5017,8310936981.22325,5111368381.60926,..
2005,YR2005,India,IND,1147609927,1.57971029004446,1193872737485.77,242176264626.589,160837835640.201,..
2005,YR2005,Indonesia,IDN,226289470,1.33630105025304,571204954434.658,130151940916.26,97387627234.8392,..
